license_uuid;user_uuid;product_uuid;purchase_date;termination_date
3f64df92-4cf6-404e-8b18-dded552402f4;9fb5f343-f2a8-4371-a151-abb41343ed60;85b34e6e-5596-4468-82c7-c509b08bed70;28/4/21;
af26cf3a-98fd-4a6b-8c1d-c7e9966e7d48;d0b12511-7598-4bc6-b191-310c163d0197;15c4ccc0-3c0c-416b-8790-70c2dce441a3;30/4/21;29/1/22
9b68fda1-ddd4-4597-a4f5-de42ec6289f6;ab572443-03a9-45f2-8219-dc45d90a8708;1a5b3582-db8e-49c8-b6e8-d82a8eabf321;30/4/21;29/6/22
481c366e-7ade-41ba-9ed5-2d13326690a5;346e0c0c-3fc1-45ec-a781-f220ed1ef402;5142862b-bedf-4860-9485-41efe7c49795;3/5/21;
19dc78e6-2210-4ceb-a003-d539eaadc9d1;4670f30d-ab03-4854-8a3b-128c2c263d5a;85b34e6e-5596-4468-82c7-c509b08bed70;4/5/21;3/3/22
91801dfa-74e9-40ad-9515-cd3b964c3152;891d2268-495d-4222-9df9-9108df09e3a7;a5e247b3-ac28-46e4-b791-a52837a19e1e;6/5/21;
d724dd11-1b41-494a-a193-7a61a2a60934;a3e68c16-71ab-4aa2-9746-bb25f194950e;85b34e6e-5596-4468-82c7-c509b08bed70;7/5/21;6/10/21
d2bd1d60-aa7e-47d3-8c69-ed525e71c1da;4bee4905-d96b-4378-a694-876ccfd7ebfd;d04791a5-8051-451f-a263-0ee2feb45dbc;9/5/21;
8abfa32f-a22d-4d14-b54b-313b7c8c5ff4;a18b4bae-9a41-4e12-a9f8-968534a834a0;31251f65-3ce0-4fab-afa7-3ee4a8de3b50;11/5/21;
cb448c96-b520-4902-9b49-8976dc8960d2;b4d9b6d0-859e-4192-83ff-79624a718768;15c4ccc0-3c0c-416b-8790-70c2dce441a3;14/5/21;
d32c65e6-da30-4d98-be5f-6bb5d24b4b8d;6a6afcd8-92ab-4a81-9c78-8d449985a017;5142862b-bedf-4860-9485-41efe7c49795;14/5/21;
09b0f93e-9bfb-4820-ab72-f713866c98dc;2590673c-ea13-4fc6-a880-d2d2253c8715;85b34e6e-5596-4468-82c7-c509b08bed70;15/5/21;14/12/21
351e95c6-7955-4d92-ae77-3f19cd71a648;de4777da-926c-4785-8b93-f95f22c044c8;5142862b-bedf-4860-9485-41efe7c49795;17/5/21;
264e966a-6147-429d-9646-803fdb01d172;7a1729a3-f8c0-4524-bb8c-73677ae38650;a5e247b3-ac28-46e4-b791-a52837a19e1e;17/5/21;
950b4746-415b-4d86-ae71-ae063f8b1617;bb552871-0db5-45e0-aa2e-dc8f7cdac54d;31251f65-3ce0-4fab-afa7-3ee4a8de3b50;20/5/21;
fafbb68c-1e69-497d-a720-2e0caa942e53;f884ee36-7897-4f1b-a06c-8b85a1bfb6ed;b7cda42d-75ce-4ef7-b76e-bc2f817fee28;20/5/21;19/3/22
219f8222-c5d5-4fad-9a49-0b1eedf5627e;c32def00-f032-403e-9879-e3b9877c2c8c;d04791a5-8051-451f-a263-0ee2feb45dbc;21/5/21;
3c518a1e-e3c5-4cdc-a27a-833987e5e87c;8899e6c4-922e-4830-839f-ff4d88ae0378;85b34e6e-5596-4468-82c7-c509b08bed70;22/5/21;
46fdf4ff-02d4-4d82-88ff-796ce74c7f9c;2590673c-ea13-4fc6-a880-d2d2253c8715;85b34e6e-5596-4468-82c7-c509b08bed70;24/5/21;
1d84c3e3-99cb-4a60-ac84-afd36123a088;b5f278ea-1298-43ff-b901-8c7695c6b55d;b7cda42d-75ce-4ef7-b76e-bc2f817fee28;24/5/21;23/11/21
6aa46f32-420b-42da-ba3b-21912cbe1383;460276b6-03e0-4965-9993-922e66659a7c;d04791a5-8051-451f-a263-0ee2feb45dbc;25/5/21;
26498422-bd11-47a3-92f0-4ee78558a0e0;a802857b-d3d8-40a5-892c-22a136beb9e1;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;26/5/21;
98d91d5c-e5eb-4eaf-9a67-2ed66e8f389f;44716fa1-680a-48c3-a2a8-1d3af9e15261;15c4ccc0-3c0c-416b-8790-70c2dce441a3;26/5/21;25/1/22
9f290e95-36e2-4e4f-a6cf-645e86879380;be08c565-2193-4cda-9073-7f7306809bc3;85b34e6e-5596-4468-82c7-c509b08bed70;27/5/21;
d9c69d83-3d03-422c-96fd-d3eddb250098;0fd6ef07-cd52-4881-b3f8-91e01d4b2726;85b34e6e-5596-4468-82c7-c509b08bed70;28/5/21;
9b412cbf-dc7c-4d24-8204-85c3054f3c6d;537d96e7-7b23-4fc3-bf69-bb1303924ccb;5142862b-bedf-4860-9485-41efe7c49795;29/5/21;
bb3b21e7-c0ca-4c2a-8df6-50e5bb9a03ab;f884ee36-7897-4f1b-a06c-8b85a1bfb6ed;d04791a5-8051-451f-a263-0ee2feb45dbc;30/5/21;
5d01ca7a-74c8-4b1d-acc1-6d49bcfcdf52;c240f063-26c6-4ff9-8d71-7ad6d410d2cd;85b34e6e-5596-4468-82c7-c509b08bed70;31/5/21;28/2/22
76a3b2a0-22b7-40b1-bd3b-3fff937f155b;0fbf0b54-f257-4398-b245-946f3edd4fcc;85b34e6e-5596-4468-82c7-c509b08bed70;1/6/21;
7bb1fb21-17e5-4960-893b-60378a64eba0;bdc3cc1c-d506-4790-a9ae-ba7ba3bc5d32;d04791a5-8051-451f-a263-0ee2feb45dbc;2/6/21;
1906924f-79ba-49ed-ba65-bda04747b427;9e3dccaf-b483-4cd5-8bc6-f2d9df86c959;d04791a5-8051-451f-a263-0ee2feb45dbc;4/6/21;3/7/22
1d6696a4-d9b6-4c90-9b33-863c884a328e;9e3dccaf-b483-4cd5-8bc6-f2d9df86c959;d04791a5-8051-451f-a263-0ee2feb45dbc;5/6/21;4/11/21
7913ac33-7135-4a80-9ac0-aab60bec5313;40ec41ed-d9c1-46dc-bdfa-a4ffba70fa77;d04791a5-8051-451f-a263-0ee2feb45dbc;6/6/21;5/3/22
99cd8bbb-5d0a-47cc-bb31-b74efc4e6aa4;0d054e28-89c4-420f-848b-b9821e4cacaa;85b34e6e-5596-4468-82c7-c509b08bed70;7/6/21;6/6/22
ad673892-0314-4f23-ab24-e92476e2b09c;52a8211c-93b1-4917-9128-1b5d7859aa3a;85b34e6e-5596-4468-82c7-c509b08bed70;9/6/21;
d27a2f70-4609-491d-85fb-7304d2a277ca;073e0359-9126-44e0-aeae-b1a6ddd98c7a;15c4ccc0-3c0c-416b-8790-70c2dce441a3;10/6/21;9/3/22
b29856bb-4822-4d60-85a2-052166b72a53;b07842b0-e77d-4273-9258-4b9b6f084713;15c4ccc0-3c0c-416b-8790-70c2dce441a3;12/6/21;
6c62aaa2-061e-4933-b6e4-09035464be32;3307ed3b-bda5-4a42-86cb-48479671f7df;5142862b-bedf-4860-9485-41efe7c49795;13/6/21;
ebf0bbf8-e99d-4f61-8673-4fa11439e6f3;a802857b-d3d8-40a5-892c-22a136beb9e1;85b34e6e-5596-4468-82c7-c509b08bed70;13/6/21;12/8/22
9c652b93-5351-4985-bc4f-13c1e9618670;de3c2233-754e-4a53-afff-70f06f44c79f;d04791a5-8051-451f-a263-0ee2feb45dbc;16/6/21;
dd78c6c9-5963-4274-9fe0-d9059431393c;0c117da0-2dd5-4d54-8221-42e730177ad1;31251f65-3ce0-4fab-afa7-3ee4a8de3b50;17/6/21;
42611a01-955b-411c-bfca-c31a2edf7fba;00ea56cb-aa92-4198-b132-d173191a2cf2;5142862b-bedf-4860-9485-41efe7c49795;17/6/21;16/12/21
bb84b747-893c-4e1c-a07b-4783a6ef7196;a18b4bae-9a41-4e12-a9f8-968534a834a0;15c4ccc0-3c0c-416b-8790-70c2dce441a3;18/6/21;17/8/22
7c41a191-3247-4ded-9e18-4b74fd375046;56147622-3fb0-4295-8927-293e5b63a3b1;a5e247b3-ac28-46e4-b791-a52837a19e1e;18/6/21;
7b34a3a6-38e8-460a-a2a2-82ba727d44c3;a802857b-d3d8-40a5-892c-22a136beb9e1;b7cda42d-75ce-4ef7-b76e-bc2f817fee28;19/6/21;18/1/22
c003398d-5a88-4be4-a463-b3630a107ec0;7a1729a3-f8c0-4524-bb8c-73677ae38650;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;19/6/21;18/11/21
83af96df-fd56-49f8-99d7-b10b1fb60320;56147622-3fb0-4295-8927-293e5b63a3b1;d04791a5-8051-451f-a263-0ee2feb45dbc;23/6/21;
a67ed7f1-eee5-42ba-96ca-453c84c38a9e;b07842b0-e77d-4273-9258-4b9b6f084713;15c4ccc0-3c0c-416b-8790-70c2dce441a3;24/6/21;
37adee8d-b2fd-4d73-b0fa-861c8c2c2be2;1fff29d7-242c-4d02-a355-71d4a7d52c47;31251f65-3ce0-4fab-afa7-3ee4a8de3b50;28/6/21;
fa62ce15-abbb-46d5-864e-90682f1f1d23;ddf65c4c-3d6c-463a-857d-b906db438b01;31251f65-3ce0-4fab-afa7-3ee4a8de3b50;28/6/21;27/7/22
22e91b31-b701-4c2e-8cd3-1aaba31bb1ae;97930b51-43ed-4f9c-9c00-50649f291fd0;d04791a5-8051-451f-a263-0ee2feb45dbc;30/6/21;29/4/22
147770ad-718f-4972-a868-549e4e33e505;8aa2f276-dd65-41cb-ac69-8df20afac7e3;15c4ccc0-3c0c-416b-8790-70c2dce441a3;2/7/21;1/7/22
c1b0e844-2d90-4931-8583-0df059041146;0d054e28-89c4-420f-848b-b9821e4cacaa;5142862b-bedf-4860-9485-41efe7c49795;3/7/21;
6de958b1-a4be-49ea-b196-65b6d02a4f48;0d054e28-89c4-420f-848b-b9821e4cacaa;d04791a5-8051-451f-a263-0ee2feb45dbc;4/7/21;3/12/21
155d93b9-61b9-4295-a9b4-1b77a3c2cd9d;782cffae-72d1-4cad-8fba-b4ec126f7eb7;d04791a5-8051-451f-a263-0ee2feb45dbc;4/7/21;3/5/22
a254d28e-f66b-47bf-98d6-da02cf2f7e87;c76d3780-f40d-4cb1-87f1-a1ff8226f6d4;15c4ccc0-3c0c-416b-8790-70c2dce441a3;5/7/21;4/12/21
bef2fd89-c928-4c80-ad7c-d3a6cffac4c4;b2767ef9-2eb8-4f85-a532-9dfd9aef0058;85b34e6e-5596-4468-82c7-c509b08bed70;6/7/21;
acacba04-80e5-4c78-9c09-79db0b98c8ac;b5f278ea-1298-43ff-b901-8c7695c6b55d;15c4ccc0-3c0c-416b-8790-70c2dce441a3;7/7/21;
e50dce26-76d1-4823-87b2-f96a01d39766;de4777da-926c-4785-8b93-f95f22c044c8;d04791a5-8051-451f-a263-0ee2feb45dbc;10/7/21;
ba7ccf9f-d0c7-4d4a-a5f9-033943d67a74;de4777da-926c-4785-8b93-f95f22c044c8;a5e247b3-ac28-46e4-b791-a52837a19e1e;12/7/21;11/4/22
199a3b90-dffd-4d20-9a34-0cedf61b8fd7;8a02cae0-38a5-42ff-9f2c-1e66d18f0b68;a5e247b3-ac28-46e4-b791-a52837a19e1e;15/7/21;
fd20be2e-38ed-4d88-8ee1-5ce07337ff09;7a1729a3-f8c0-4524-bb8c-73677ae38650;5142862b-bedf-4860-9485-41efe7c49795;18/7/21;
9363b9ca-f458-4b7a-aa9b-acb4763181f2;ea70ce2e-8be2-4533-8d01-081c5e7521ca;15c4ccc0-3c0c-416b-8790-70c2dce441a3;18/7/21;
2ae5e706-0df7-4406-aae1-18e851d2f2f3;79a6745d-5b2c-4950-9da0-538d43afed23;d04791a5-8051-451f-a263-0ee2feb45dbc;20/7/21;
6564bdc9-d45b-4276-b999-e62cf05fa645;331d9fab-a061-432c-96b7-28f2afb6010e;a5e247b3-ac28-46e4-b791-a52837a19e1e;23/7/21;22/4/22
082ecb42-8f8f-47f7-acdd-df2c3c26f5ef;0c117da0-2dd5-4d54-8221-42e730177ad1;584a3ef0-6503-486f-8f3a-62bbcdac3515;25/7/21;24/1/22
93463c14-ed16-4607-abd1-8af4e94b7b77;31d7ce50-7ac6-4aff-8360-5c3d95e886e8;d04791a5-8051-451f-a263-0ee2feb45dbc;26/7/21;
45d47a69-f450-4dd4-be74-a443f057b437;3b297f49-c31b-4fab-80f3-d0ae6f488353;5142862b-bedf-4860-9485-41efe7c49795;28/7/21;
31cb192d-9c0b-4ffb-bf06-73f4835eb55d;8eaa6f66-21cf-4f89-8571-cfcd5b0447ca;584a3ef0-6503-486f-8f3a-62bbcdac3515;29/7/21;
7214ba03-8189-4d3f-890c-244019c12249;52a8211c-93b1-4917-9128-1b5d7859aa3a;85b34e6e-5596-4468-82c7-c509b08bed70;30/7/21;
41acb4fb-60ed-4a7e-bf93-cb529e10a54c;8aa2f276-dd65-41cb-ac69-8df20afac7e3;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;31/7/21;
099a5d8e-1071-4956-be98-6d60e0404e24;a802857b-d3d8-40a5-892c-22a136beb9e1;15c4ccc0-3c0c-416b-8790-70c2dce441a3;31/7/21;
75509c26-a89b-47e5-9c6c-8d2232eb86e8;782cffae-72d1-4cad-8fba-b4ec126f7eb7;85b34e6e-5596-4468-82c7-c509b08bed70;5/8/21;4/8/22
b1ac9012-bca2-4903-bfc9-c2a02e35b6ae;23252595-1c40-4c3d-8f43-be76abf4588c;5142862b-bedf-4860-9485-41efe7c49795;9/8/21;8/9/22
a0219bb7-0dd3-4b0f-bbf0-c164e517acac;94cf669f-167c-443d-8c10-a2065d921de8;4fd0e23f-1fcf-49ce-86bb-addc01bebc78;10/8/21;
f69f6a32-9c8e-4110-93f1-3fcfc5efeb54;4bee4905-d96b-4378-a694-876ccfd7ebfd;d04791a5-8051-451f-a263-0ee2feb45dbc;11/8/21;
f90e2883-c21c-406b-b6de-c2f1d00b9879;97930b51-43ed-4f9c-9c00-50649f291fd0;a5e247b3-ac28-46e4-b791-a52837a19e1e;15/8/21;14/6/22
e282b84c-caff-4ffd-9488-881b35e85442;1ea53ba4-9844-4e57-9c0d-01408c05ccd2;a5e247b3-ac28-46e4-b791-a52837a19e1e;16/8/21;
3ae2d9f6-94c5-4f28-8c6c-f699281c8ae1;89ef19ca-2553-441d-a60a-4b537471185e;15c4ccc0-3c0c-416b-8790-70c2dce441a3;17/8/21;
55834603-248d-43f9-8afe-765ebdcd37bb;0d054e28-89c4-420f-848b-b9821e4cacaa;31251f65-3ce0-4fab-afa7-3ee4a8de3b50;17/8/21;16/4/22
b7fb7b9d-e993-4128-bab2-c3af738ff55d;79a6745d-5b2c-4950-9da0-538d43afed23;584a3ef0-6503-486f-8f3a-62bbcdac3515;19/8/21;18/12/21
319a1394-c2bb-4342-bbe2-ff6fb5e076eb;3949fe14-79d2-41ac-bf11-2765bdc28b60;d04791a5-8051-451f-a263-0ee2feb45dbc;20/8/21;
